value,date,realtime_end,realtime_start
29171,2016-06-01,2019-04-04,2019-04-04
28994,2016-07-01,2019-04-04,2019-04-04
28919,2016-08-01,2019-04-04,2019-04-04
28994,2016-09-01,2019-04-04,2019-04-04
29332,2016-10-01,2019-04-04,2019-04-04
29547,2016-11-01,2019-04-04,2019-04-04
29694,2016-12-01,2019-04-04,2019-04-04
30640,2017-01-01,2019-04-04,2019-04-04
30936,2017-02-01,2019-04-04,2019-04-04
30776,2017-03-01,2019-04-04,2019-04-04
31201,2017-04-01,2019-04-04,2019-04-04
30891,2017-05-01,2019-04-04,2019-04-04
31109,2017-06-01,2019-04-04,2019-04-04
31431,2017-07-01,2019-04-04,2019-04-04
31358,2017-08-01,2019-04-04,2019-04-04
32579,2017-09-01,2019-04-04,2019-04-04
32068,2017-10-01,2019-04-04,2019-04-04
32329,2017-11-01,2019-04-04,2019-04-04
32710,2017-12-01,2019-04-04,2019-04-04
31400,2018-01-01,2019-04-04,2019-04-04
32498,2018-02-01,2019-04-04,2019-04-04
32022,2018-03-01,2019-04-04,2019-04-04
31831,2018-04-01,2019-04-04,2019-04-04
32492,2018-05-01,2019-04-04,2019-04-04
32491,2018-06-01,2019-04-04,2019-04-04
32579,2018-07-01,2019-04-04,2019-04-04
32845,2018-08-01,2019-04-04,2019-04-04
32910,2018-09-01,2019-04-04,2019-04-04
33341,2018-10-01,2019-04-04,2019-04-04
33042,2018-11-01,2019-04-04,2019-04-04
33014,2018-12-01,2019-04-04,2019-04-04
34471,2019-01-01,2019-04-04,2019-04-04
32951,2019-02-01,2019-04-04,2019-04-04
